what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1459570382395
started,bundle,org.eclipse.xtend.typesystem.uml2.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.uml2.ui",1459570382396
started,bundle,org.eclipse.xtend.typesystem.xsd.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.xsd.ui",1459570382397
started,bundle,utn.frsf.cidisi.idemia,1.0.0,"utn.frsf.cidisi.idemia",1459570382398
started,bundle,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram",1459570382399
started,bundle,utn.frsf.cidisi.idemia.edit,1.0.0,"utn.frsf.cidisi.idemia.edit",1459570382400
os,sysinfo,,,"win32",1459570382405
arch,sysinfo,,,"x86",1459570382405
ws,sysinfo,,,"win32",1459570382405
locale,sysinfo,,,"en_US",1459570382405
processors,sysinfo,,,"2",1459570382405
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1459570382405
java.runtime.version,sysinfo,,,"1.8.0_77-b03",1459570382405
java.specification.name,sysinfo,,,"Java Platform API Specification",1459570382405
java.specification.vendor,sysinfo,,,"Oracle Corporation",1459570382405
java.specification.version,sysinfo,,,"1.8",1459570382405
java.vendor,sysinfo,,,"Oracle Corporation",1459570382405
java.version,sysinfo,,,"1.8.0_77",1459570382405
java.vm.info,sysinfo,,,"mixed mode",1459570382405
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1459570382405
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1459570382405
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1459570382405
java.vm.specification.version,sysinfo,,,"1.8",1459570382405
java.vm.vendor,sysinfo,,,"Oracle Corporation",1459570382405
java.vm.version,sysinfo,,,"25.77-b03",1459570382405
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570401456
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570412732
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570413387
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1459570425405
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1459570429522
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1459570429633
started,bundle,org.eclipse.gef,3.5.1.v20090910-2020,"org.eclipse.gef",1459570431630
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.0.I20090429-1800,"org.eclipse.ui.views.properties.tabbed",1459570431632
started,bundle,org.eclipse.emf.transaction,1.3.0.v200902010221,"org.eclipse.emf.transaction",1459570431667
started,bundle,org.eclipse.gmf.runtime.diagram.ui,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.diagram.ui",1459570431693
started,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.diagram.ui.resources.editor",1459570431694
started,bundle,org.eclipse.gmf.runtime.notation,1.2.0.v20091021-2333,"org.eclipse.gmf.runtime.notation",1459570431712
started,bundle,org.eclipse.gmf.runtime.common.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.core",1459570431770
